inputs,prediction,expected_output,score,cost
"Write a function to find maximum run of uppercase characters in the given string.

def max_run_uppercase(test_str):","def max_run_uppercase(test_str):
    max_run = 0
    current_run = 0
    for char in test_str:
        if char.isupper():
            current_run += 1
            max_run = max(max_run, current_run)
        else:
            current_run = 0
    return max_run","The solution passed all test cases.
Correct Solution:def max_run_uppercase(test_str):
  cnt = 0
  res = 0
  for idx in range(0, len(test_str)):
    if test_str[idx].isupper():
      cnt += 1
    else:
      res = cnt
      cnt = 0
  if test_str[len(test_str) - 1].isupper():
    res = cnt
  return (res)",1.0,0.0
"Write a function to remove odd characters in a string.

def remove_odd(str1):","def remove_odd(str1):
    return ''.join((char for (index, char) in enumerate(str1) if index % 2 == 0))","Error: .
 Solution: def remove_odd(str1):
    return ''.join((char for (index, char) in enumerate(str1) if index % 2 == 0)).
 Test: def check():
    assert remove_odd(""python"")==(""yhn"")
    assert remove_odd(""program"")==(""rga"")
    assert remove_odd(""language"")==(""agae"")

Correct Solution:def remove_odd(str1):
 str2 = ''
 for i in range(1, len(str1) + 1):
    if(i % 2 == 0):
        str2 = str2 + str1[i - 1]
 return str2",0.0,0.0
"Write a function that takes in the radius and height of a cylinder and returns the the volume.

def volume_cylinder(r,h):","import math
def volume_cylinder(r, h):
    return math.pi * r ** 2 * h","The solution passed all test cases.
Correct Solution:def volume_cylinder(r,h):
  volume=3.1415*r*r*h
  return volume",1.0,0.0
"Write a function to find the item with maximum frequency in a given list.
from collections import defaultdict
def max_occurrences(nums):","from collections import defaultdict
def max_occurrences(nums):
    freq = defaultdict(int)
    for num in nums:
        freq[num] += 1
    max_item = None
    max_count = 0
    for (item, count) in freq.items():
        if count > max_count:
            max_count = count
            max_item = item
    return max_item","The solution passed all test cases.
Correct Solution:from collections import defaultdict
def max_occurrences(nums):
    dict = defaultdict(int)
    for i in nums:
        dict[i] += 1
    result = max(dict.items(), key=lambda x: x[1]) 
    return result[0]",1.0,0.0
"Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.

def find_length(string): ","def find_length(string):
    max_diff = 0
    current_diff = 0
    prefix_sums = {0: -1}
    for (i, ch) in enumerate(string):
        if ch == '0':
            current_diff += 1
        else:
            current_diff -= 1
        if current_diff in prefix_sums:
            max_diff = max(max_diff, i - prefix_sums[current_diff])
        else:
            prefix_sums[current_diff] = i
    return max_diff","Error: .
 Solution: def find_length(string):
    max_diff = 0
    current_diff = 0
    prefix_sums = {0: -1}
    for (i, ch) in enumerate(string):
        if ch == '0':
            current_diff += 1
        else:
            current_diff -= 1
        if current_diff in prefix_sums:
            max_diff = max(max_diff, i - prefix_sums[current_diff])
        else:
            prefix_sums[current_diff] = i
    return max_diff.
 Test: def check():
    assert find_length(""11000010001"") == 6
    assert find_length(""10111"") == 1
    assert find_length(""11011101100101"") == 2

Correct Solution:def find_length(string): 
	n = len(string)
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0",0.0,0.0
"Write a python function to find whether a number is divisible by 11.

def is_Diff(n): ","def is_Diff(n):
    if n == 0:
        return True
    num_str = str(n)
    odd_sum = sum((int(num_str[i]) for i in range(0, len(num_str), 2)))
    even_sum = sum((int(num_str[i]) for i in range(1, len(num_str), 2)))
    return (odd_sum - even_sum) % 11 == 0","The solution passed all test cases.
Correct Solution:def is_Diff(n): 
    return (n % 11 == 0) ",1.0,0.0
"Write a python function to count the number of non-empty substrings of a given string.

def number_of_substrings(str): ","def number_of_substrings(str):
    n = len(str)
    count = 0
    for i in range(n):
        for j in range(i + 1, n + 1):
            count += 1
    return count","The solution passed all test cases.
Correct Solution:def number_of_substrings(str): 
	str_len = len(str); 
	return int(str_len * (str_len + 1) / 2); ",1.0,0.0
"Write a python function to find the sum of non-repeated elements in a given list.

def find_sum(arr): ","def find_sum(arr):
    from collections import Counter
    count = Counter(arr)
    return sum((key for (key, value) in count.items() if value == 1))","Error: .
 Solution: def find_sum(arr):
    from collections import Counter
    count = Counter(arr)
    return sum((key for (key, value) in count.items() if value == 1)).
 Test: def check():
    assert find_sum([1,2,3,1,1,4,5,6]) == 21
    assert find_sum([1,10,9,4,2,10,10,45,4]) == 71
    assert find_sum([12,10,9,45,2,10,10,45,10]) == 78

Correct Solution:def find_sum(arr): 
    arr.sort() 
    sum = arr[0] 
    for i in range(len(arr)-1): 
        if (arr[i] != arr[i+1]): 
            sum = sum + arr[i+1]   
    return sum",0.0,0.0
"Write a function to find words that are longer than n characters from a given list of words.

def long_words(n, str):","def long_words(n, str):
    return [word for word in str.split() if len(word) > n]","The solution passed all test cases.
Correct Solution:def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	",1.0,0.0
"Write a function to remove all whitespaces from the given string.
import re
def remove_whitespaces(text1):","import re
def remove_whitespaces(text1):
    return re.sub('\\s+', '', text1)","The solution passed all test cases.
Correct Solution:import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))",1.0,0.0
"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...

def jacobsthal_num(n): ","def jacobsthal_num(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    (a, b) = (0, 1)
    for _ in range(2, n + 1):
        (a, b) = (b, b + 2 * a)
    return b","The solution passed all test cases.
Correct Solution:def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]",1.0,0.0
"Write a python function to check if a given number is one less than twice its reverse.

def check_answer(n):    ","def check_answer(n):
    reversed_n = int(str(n)[::-1])
    return n == 2 * reversed_n - 1","The solution passed all test cases.
Correct Solution:def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check_answer(n):    
    return (2 * rev(n) == n + 1)  ",1.0,0.0
"Write a python function to count the number of pairs whose xor value is odd.

def find_Odd_Pair(A,N) : ","def find_Odd_Pair(A, N):
    odd_count = 0
    even_count = 0
    for i in range(N):
        if A[i] % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return odd_count * even_count","The solution passed all test cases.
Correct Solution:def find_Odd_Pair(A,N) : 
    oddPair = 0
    for i in range(0,N) :  
        for j in range(i+1,N) :  
            if ((A[i] ^ A[j]) % 2 != 0):  
                oddPair+=1  
    return oddPair  ",1.0,0.0
"Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.
import heapq
def k_smallest_pairs(nums1, nums2, k):","import heapq
def k_smallest_pairs(nums1, nums2, k):
    if not nums1 or not nums2:
        return []
    min_heap = []
    result = []
    for i in range(len(nums1)):
        heapq.heappush(min_heap, (nums1[i] + nums2[0], i, 0))
    while min_heap and len(result) < k:
        (_, i, j) = heapq.heappop(min_heap)
        result.append([nums1[i], nums2[j]])
        if j + 1 < len(nums2):
            heapq.heappush(min_heap, (nums1[i] + nums2[j + 1], i, j + 1))
    return result","The solution passed all test cases.
Correct Solution:import heapq
def k_smallest_pairs(nums1, nums2, k):
   queue = []
   def push(i, j):
       if i < len(nums1) and j < len(nums2):
           heapq.heappush(queue, [nums1[i] + nums2[j], i, j])
   push(0, 0)
   pairs = []
   while queue and len(pairs) < k:
       _, i, j = heapq.heappop(queue)
       pairs.append([nums1[i], nums2[j]])
       push(i, j + 1)
       if j == 0:
           push(i + 1, 0)
   return pairs",1.0,0.0
"Write a function to find the shared elements from the given two lists.

def similar_elements(test_tup1, test_tup2):","def similar_elements(test_tup1, test_tup2):
    return list(set(test_tup1) & set(test_tup2))","The solution passed all test cases.
Correct Solution:def similar_elements(test_tup1, test_tup2):
  res = tuple(set(test_tup1) & set(test_tup2))
  return (res) ",1.0,0.0
"Write a python function to count the number of substrings with the sum of digits equal to their length.
from collections import defaultdict
def count_Substrings(s):","from collections import defaultdict
def count_Substrings(s):
    count = 0
    n = len(s)
    for i in range(n):
        total = 0
        for j in range(i, n):
            if s[j].isdigit():
                total += int(s[j])
            if total == j - i + 1:
                count += 1
    return count","The solution passed all test cases.
Correct Solution:from collections import defaultdict
def count_Substrings(s):
    n = len(s)
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count",1.0,0.0
"Write a function to find the second smallest number in a list.

def second_smallest(numbers):","def second_smallest(numbers):
    if len(numbers) < 2:
        return None
    unique_numbers = sorted(set(numbers))
    if len(unique_numbers) < 2:
        return None
    return unique_numbers[1]","The solution passed all test cases.
Correct Solution:def second_smallest(numbers):
  unique_numbers = list(set(numbers))
  unique_numbers.sort()
  if len(unique_numbers) < 2:
    return None
  else:
    return unique_numbers[1]",1.0,0.0
"Write a function to find the surface area of a cylinder.

def surfacearea_cylinder(r,h):","import math
def surfacearea_cylinder(r, h):
    return 2 * math.pi * r * (r + h)
def test_surfacearea_cylinder():
    assert round(surfacearea_cylinder(10, 5), 2) == 942.48","Error: .
 Solution: import math
def surfacearea_cylinder(r, h):
    return 2 * math.pi * r * (r + h).
 Test: def check():
    assert surfacearea_cylinder(10,5)==942.45
    assert surfacearea_cylinder(4,5)==226.18800000000002
    assert surfacearea_cylinder(4,10)==351.848

Correct Solution:def surfacearea_cylinder(r,h):
  surfacearea=((2*3.1415*r*r) +(2*3.1415*r*h))
  return surfacearea",0.0,0.0
