inputs,prediction,expected_output,score,cost
"Write a function to get the angle of a complex number.
import cmath
def angle_complex(a,b):","import cmath
def angle_complex(a, b):
    z = complex(a, b)
    return cmath.phase(z)
def test_angle_complex():
    import math
    assert math.isclose(angle_complex(1, 1), cmath.pi / 4, rel_tol=1e-09)
    assert math.isclose(angle_complex(-1, 1), 3 * cmath.pi / 4, rel_tol=1e-09)
    assert math.isclose(angle_complex(-1, -1), -3 * cmath.pi / 4, rel_tol=1e-09)
    assert math.isclose(angle_complex(1, -1), -cmath.pi / 4, rel_tol=1e-09)
    assert math.isclose(angle_complex(1, 0), 0, rel_tol=1e-09)
    assert math.isclose(angle_complex(-1, 0), cmath.pi, rel_tol=1e-09)
    assert math.isclose(angle_complex(0, 1), cmath.pi / 2, rel_tol=1e-09)
    assert math.isclose(angle_complex(0, -1), -cmath.pi / 2, rel_tol=1e-09)
    assert math.isclose(angle_complex(0, 1), 1.5707963267948966, rel_tol=0.001)
    print('All test cases passed!')","Error: .
 Solution: import cmath
def angle_complex(a, b):
    z = complex(a, b)
    return cmath.phase(z).
 Test: def check():
    assert math.isclose(angle_complex(0,1j), 1.5707963267948966, rel_tol=0.001)
    assert math.isclose(angle_complex(2,1j), 0.4636476090008061, rel_tol=0.001)
    assert math.isclose(angle_complex(0,2j), 1.5707963267948966, rel_tol=0.001)

Correct Solution:import cmath
def angle_complex(a,b):
  cn=complex(a,b)
  angle=cmath.phase(a+b)
  return angle",0.0,0.0
"Write a python function to find the volume of a triangular prism.

def find_Volume(l,b,h) : ","def find_Volume(l, b, h):
    return l * b * h / 2
def test_find_Volume():
    assert find_Volume(2, 3, 4) == 12.0
    assert find_Volume(0, 5, 10) == 0.0
    assert find_Volume(5, 0, 10) == 0.0
    assert find_Volume(5, 6, 0) == 0.0
    assert find_Volume(2.5, 4.0, 3.0) == 15.0
    assert find_Volume(100, 200, 300) == 3000000.0
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def find_Volume(l,b,h) : 
    return ((l * b * h) / 2) ",1.0,0.0
"Write a function to convert rgb color to hsv color. https://www.geeksforgeeks.org/program-change-rgb-color-model-hsv-color-model/

def rgb_to_hsv(r, g, b):","def rgb_to_hsv(r, g, b):
    (r, g, b) = (r / 255.0, g / 255.0, b / 255.0)
    max_c = max(r, g, b)
    min_c = min(r, g, b)
    delta = max_c - min_c
    v = max_c
    if max_c == 0:
        s = 0.0
    else:
        s = delta / max_c
    if delta == 0:
        h = 0.0
    else:
        if max_c == r:
            h = (g - b) / delta
        elif max_c == g:
            h = (b - r) / delta + 2.0
        else:
            h = (r - g) / delta + 4.0
        h *= 60.0
        if h < 0:
            h += 360.0
    return (h, s, v * 100.0)
def test_rgb_to_hsv():
    test_cases = [((255, 0, 0), (0.0, 100.0, 100.0)), ((0, 255, 0), (120.0, 100.0, 100.0)), ((0, 0, 255), (240.0, 100.0, 100.0)), ((255, 255, 0), (60.0, 100.0, 100.0)), ((255, 0, 255), (300.0, 100.0, 100.0)), ((0, 255, 255), (180.0, 100.0, 100.0)), ((128, 128, 128), (0.0, 0.0, 50.0)), ((255, 255, 255), (0.0, 0.0, 100.0)), ((0, 0, 0), (0.0, 0.0, 0.0)), ((255, 128, 0), (21.0, 100.0, 100.0))]
    for (i, ((r, g, b), expected)) in enumerate(test_cases):
        result = rgb_to_hsv(r, g, b)
        assert abs(result[0] - expected[0]) < 1e-06, f'Test case {i + 1} failed: H mismatch. Got {result[0]}, expected {expected[0]}'
        assert abs(result[1] - expected[1]) < 1e-06, f'Test case {i + 1} failed: S mismatch. Got {result[1]}, expected {expected[1]}'
        assert abs(result[2] - expected[2]) < 1e-06, f'Test case {i + 1} failed: V mismatch. Got {result[2]}, expected {expected[2]}'
        print(f'Test case {i + 1} passed: RGB {(r, g, b)} -> HSV {result}')","Error: .
 Solution: def rgb_to_hsv(r, g, b):
    (r, g, b) = (r / 255.0, g / 255.0, b / 255.0)
    max_c = max(r, g, b)
    min_c = min(r, g, b)
    delta = max_c - min_c
    v = max_c
    if max_c == 0:
        s = 0.0
    else:
        s = delta / max_c
    if delta == 0:
        h = 0.0
    else:
        if max_c == r:
            h = (g - b) / delta
        elif max_c == g:
            h = (b - r) / delta + 2.0
        else:
            h = (r - g) / delta + 4.0
        h *= 60.0
        if h < 0:
            h += 360.0
    return (h, s, v * 100.0).
 Test: def check():
    assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)
    assert rgb_to_hsv(0, 215, 0)==(120.0, 100.0, 84.31372549019608)
    assert rgb_to_hsv(10, 215, 110)==(149.26829268292684, 95.34883720930233, 84.31372549019608)

Correct Solution:def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    elif mx == b:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = (df/mx)*100
    v = mx*100
    return h, s, v",0.0,0.0
"Write a python function to interchange the first and last elements in a list.

def swap_List(newList): ","Here's a complete Python function `swap_List` that swaps the first and last elements of a list, along with a **correct test function** that matches the problem requirements. The test function will verify the behavior of `swap_List` for various cases, including edge cases like empty lists and lists with one or two elements.

### ✅ Full Code with Test Function

```python
def swap_List(newList):
    if len(newList) < 2:
        return newList
    newList[0], newList[-1] = newList[-1], newList[0]
    return newList

def test_swap_List():
    # Test case 1: Empty list
    assert swap_List([]) == [], ""Test case 1 failed""
    
    # Test case 2: Single element list
    assert swap_List([1]) == [1], ""Test case 2 failed""
    
    # Test case 3: Two elements
    assert swap_List([1, 2]) == [2, 1], ""Test case 3 failed""
    
    # Test case 4: Three elements
    assert swap_List([1, 2, 3]) == [3, 2, 1], ""Test case 4 failed""
    
    # Test case 5: Multiple elements
    assert swap_List([10, 20, 30, 40, 50]) == [50, 20, 30, 40, 10], ""Test case 5 failed""
    
    # Test case 6: String elements
    assert swap_List(['a', 'b', 'c']) == ['c', 'b', 'a'], ""Test case 6 failed""
    
    print(""All test cases passed!"")

# Run the test function
test_swap_List()
```

### ✅ Explanation

- The `swap_List` function:
  - Takes a list as input.
  - If the list has fewer than 2 elements, it returns the list as-is.
  - Otherwise, it swaps the first and last elements using tuple unpacking.
- The `test_swap_List` function:
  - Uses `assert` to verify the output of `swap_List` for various test cases.
  - If any test fails, it raises an `AssertionError` with a message.
  - If all pass, it prints a success message.

### ✅ Sample Output

```
All test cases passed!
```

Let me know if you want the test function to return results instead of printing or to be used in a unit testing framework like `unittest`.","The solution passed all test cases.
Correct Solution:def swap_List(newList): 
    size = len(newList) 
    temp = newList[0] 
    newList[0] = newList[size - 1] 
    newList[size - 1] = temp  
    return newList ",1.0,0.0
"Write a function to find the median length of a trapezium.

def median_trapezium(base1,base2,height):","def median_trapezium(base1, base2, height):
    return (base1 + base2) / 2","The solution passed all test cases.
Correct Solution:def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median",1.0,0.0
"Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/

def check_min_heap(arr): ","def check_min_heap(arr):
    n = len(arr)
    for i in range(n // 2):
        left_child = 2 * i + 1
        right_child = 2 * i + 2
        if left_child < n and arr[i] > arr[left_child]:
            return False
        if right_child < n and arr[i] > arr[right_child]:
            return False
    return True
def test_check_min_heap():
    assert check_min_heap([1, 2, 3, 4, 5, 6]) == True, 'Test case 1 failed'
    assert check_min_heap([3, 2, 1, 4, 5, 6]) == False, 'Test case 2 failed'
    assert check_min_heap([5]) == True, 'Test case 3 failed'
    assert check_min_heap([]) == True, 'Test case 4 failed'
    assert check_min_heap([5, 1, 3]) == False, 'Test case 5 failed'
    assert check_min_heap([5, 2, 1]) == False, 'Test case 6 failed'
    assert check_min_heap([1, 3, 2, 7, 6, 5, 4]) == True, 'Test case 7 failed'
    assert check_min_heap([1, 3, 2, 7, 6, 5, 8]) == True, 'Test case 8 failed'
    assert check_min_heap([1, 3, 2, 7, 6, 5, 0]) == False, 'Test case 8.1 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def check_min_heap_helper(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap_helper(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap_helper(arr, 2 * i + 2))
    return left_child and right_child

def check_min_heap(arr):
  return check_min_heap_helper(arr, 0)",1.0,0.0
"Write a function to find the kth element in the given array using 1-based indexing.

def kth_element(arr, k):","def kth_element(arr, k):
    if k < 1 or k > len(arr):
        return None
    return arr[k - 1]
def test_kth_element():
    assert kth_element([10, 20, 30, 40], 2) == 20
    assert kth_element([10, 20, 30, 40], 1) == 10
    assert kth_element([10, 20, 30, 40], 4) == 40
    assert kth_element([10, 20, 30, 40], 0) is None
    assert kth_element([10, 20, 30, 40], 5) is None
    assert kth_element([], 1) is None
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def kth_element(arr, k):
  n = len(arr)
  for i in range(n):
    for j in range(0, n-i-1):
      if arr[j] > arr[j+1]:
        arr[j], arr[j+1] == arr[j+1], arr[j]
  return arr[k-1]",1.0,0.0
"Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.

def square_Sum(n):  ","To ensure the solution is correct, we need to define a **test function** that checks the behavior of the `square_Sum(n)` function against known test cases. The function `square_Sum(n)` is supposed to compute the **sum of the squares of the first `n` odd numbers**.

### Function Explanation:
- The function iterates over the first `n` odd numbers: `1, 3, 5, ..., (2n - 1)`.
- It squares each of them and adds them to a running total.
- For example:
  - `square_Sum(1)` → 1² = 1
  - `square_Sum(2)` → 1² + 3² = 1 + 9 = 10
  - `square_Sum(3)` → 1² + 3² + 5² = 1 + 9 + 25 = 35

---

### ✅ Corrected and Complete Code with Test Function:

```python
def square_Sum(n):
    total = 0
    for i in range(1, 2 * n, 2):
        total += i ** 2
    return total

def test_square_Sum():
    assert square_Sum(1) == 1, ""Test case 1 failed""
    assert square_Sum(2) == 10, ""Test case 2 failed""
    assert square_Sum(3) == 35, ""Test case 3 failed""
    assert square_Sum(4) == 84, ""Test case 4 failed""
    assert square_Sum(5) == 165, ""Test case 5 failed""
    print(""All test cases passed!"")

# Run the test function
test_square_Sum()
```

---

### ✅ Output:
If all test cases pass, the output will be:
```
All test cases passed!
```

This confirms that the `square_Sum` function is working as expected.","The solution passed all test cases.
Correct Solution:def square_Sum(n):  
    return int(n*(4*n*n-1)/3) ",1.0,0.0
"Write a python function to find the minimum of two numbers.

def minimum(a,b):   ","def minimum(a, b):
    return a if a < b else b
def test_minimum():
    assert minimum(3, 5) == 3
    assert minimum(-1, -5) == -5
    assert minimum(0, 0) == 0
    assert minimum(10, -2) == -2
    assert minimum(1.5, 2.5) == 1.5
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def minimum(a,b):   
    if a <= b: 
        return a 
    else: 
        return b ",1.0,0.0
"Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.

def rear_extract(test_list):","def rear_extract(test_list):
    return [t[-1] for t in test_list]
def test_rear_extract():
    assert rear_extract([(1, 2, 3), (4, 5, 6), (7, 8, 9)]) == [3, 6, 9]
    assert rear_extract([(10, 20), (30, 40), (50, 60)]) == [20, 40, 60]
    assert rear_extract([(1,), (2,), (3,)]) == [1, 2, 3]
    assert rear_extract([]) == []
    assert rear_extract([(1, 2, 3, 4)]) == [4]
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def rear_extract(test_list):
  res = [lis[-1] for lis in test_list]
  return (res) ",1.0,0.0
"Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/
import math 
def is_polite(n): ","def nth_polite_number(n):
    return n + (n - 1).bit_count()
def test_check():
    assert nth_polite_number(1) == 1
    assert nth_polite_number(2) == 2
    assert nth_polite_number(3) == 3
    assert nth_polite_number(4) == 5
    assert nth_polite_number(5) == 6
    assert nth_polite_number(6) == 7
    assert nth_polite_number(7) == 11
    print('All test cases passed!')","Error: Function is_polite is not defined in the solution..
 Solution: .
 Test: def check():
    assert is_polite(7) == 11
    assert is_polite(4) == 7
    assert is_polite(9) == 13

Correct Solution:import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) ",0.0,0.0
"Write a function to create a list of N empty dictionaries.

def empty_list(length):","def empty_list(length):
    return [{} for _ in range(length)]
def test_empty_list():
    assert empty_list(3) == [{}, {}, {}], 'Test case 1 failed'
    assert empty_list(0) == [], 'Test case 2 failed'
    assert len(empty_list(1000)) == 1000, 'Test case 3 failed'
    for item in empty_list(5):
        assert isinstance(item, dict), 'Test case 4 failed'
        assert len(item) == 0, 'Test case 4 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def empty_list(length):
 empty_list = [{} for _ in range(length)]
 return empty_list",1.0,0.0
